keyword,score,category
약품/Noun,1.895142704,기타
아니지만/Adjective,1.895094494,
족/Noun,1.893797419,
훌륭함/Adjective,1.892610574,가격/청결/위치/교통/부대시설/서비스/객실/조망
얼리/Verb,1.891707492,서비스
서면/Noun,1.887398477,위치/교통
선물/Noun,1.886332846,기타
썬/Verb,1.881188594,
컨디션/Noun,1.880893199,기타
非常好/Foreign,1.878166465,
강릉/Noun,1.877744727,위치/교통
여행객/Noun,1.877434043,기타
tait/Alpha,1.875622985,
죠/Josa,1.874386344,
주셨어요/Verb,1.872667109,
가요/Noun,1.871501947,
명절/Noun,1.869046788,기타
진짜/Noun,1.86888906,
일출/Noun,1.86635537,위치/조망
weekend/Alpha,1.866269506,
luxurious/Alpha,1.866269506,
좋았아요/Adjective,1.865456157,가격/청결/위치/교통/부대시설/서비스/객실/조망
났지만/Verb,1.864901922,
쇼핑/Noun,1.864362636,위치
움직/Noun,1.862914181,
할것도/Verb,1.862083933,
예쁘고/Adjective,1.859509313,부대시설/객실/조망
업글/Noun,1.858530343,서비스
시즌/Noun,1.857915806,기타
오믈렛/Noun,1.852412278,부대시설
같습니다/Adjective,1.852146829,
性價比高/Foreign,1.851975689,
행복한/Adjective,1.849603794,기타
하긴/Verb,1.849518647,
군더더기/Noun,1.848827655,기타
푹신/Adverb,1.848374265,객실
이번/Noun,1.841733511,
편리해요/Adjective,1.84063097,위치/교통/부대시설
워낙/Noun,1.840245726,
있었습니다/Adjective,1.840217068,
ㅎㅎㅎㅎ/KoreanParticle,1.839219506,
잤습니다/Verb,1.839126854,
않다면/Verb,1.838661311,
있고/Adjective,1.837109616,
^_^/Punctuation,1.836407609,
깔끔하니/Adjective,1.835841801,청결/객실
최강/Noun,1.835333051,가격/청결/위치/교통/부대시설/서비스/객실/조망
일찍/Noun,1.835174822,기타
친절하셨고/Adjective,1.835014212,서비스
ㅏ/KoreanParticle,1.833216115,
많지만/Adjective,1.83241595,
滿意/Foreign,1.831380648,
넷플릭스/Noun,1.830029209,객실
설정/Noun,1.828662787,
주심/Noun,1.827668163,
보여요/Verb,1.82755426,
괜찮다/Adjective,1.827099458,가격/청결/위치/교통/부대시설/서비스/객실/조망
왔다/Verb,1.8256788,
가고싶은/Verb,1.824926509,기타
킹/Noun,1.824408559,
으음/Exclamation,1.818920384,
편안한/Adjective,1.818191403,청결/위치/객실
simple/Alpha,1.816768098,
만족하는데/Adjective,1.815511043,가격/청결/위치/교통/부대시설/서비스/객실/조망
글세/Noun,1.811234993,
매력/Noun,1.810270225,기타
완벽해요/Adjective,1.809178299,가격/청결/위치/교통/부대시설/서비스/객실/조망
시원하고/Adjective,1.807571919,
밖에/Josa,1.807041968,
휘트니/Noun,1.805863365,
한편/Noun,1.804488909,
친절/Noun,1.803798361,서비스
다인/Noun,1.803306602,
다녀왔어요/Verb,1.800030603,
한라산/Noun,1.797147051,위치/교통/조망
좋았습니다만/Adjective,1.796161039,가격/청결/위치/교통/부대시설/서비스/객실/조망
싶은/Verb,1.795710791,
허심/Noun,1.795549397,
친절하셨습니다/Adjective,1.793434321,서비스
숙면/Noun,1.793089148,객실
퀸/Noun,1.789525289,객실
않았던/Verb,1.788798239,
접근/Noun,1.788740216,위치/교통
심함요/Adjective,1.787820295,
located/Alpha,1.779389193,
되가고는/Verb,1.778824046,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ/KoreanParticle,1.77723409,
오면/Verb,1.776123119,
있는데/Adjective,1.775972901,
덕/Noun,1.775208694,
디자인/Noun,1.774652631,부대시설/객실
남산/Noun,1.774547404,위치/교통/조망
また利用したいです。/Foreign,1.771418142,
편리하게/Adjective,1.766322133,위치/교통/부대시설
배게가/Verb,1.764208169,객실
ktx/Alpha,1.761582823,
용했습니다/Adjective,1.76060073,
트윈룸/Noun,1.760436861,객실
ㅋㅋㅋㅋㅋ/KoreanParticle,1.759106455,
형/Suffix,1.758478323,
손색/Noun,1.758420378,
명불허전/Noun,1.757407676,기타
시장/Noun,1.757092645,위치/교통
대학교/Noun,1.755877667,위치/교통
impressive/Alpha,1.754578428,
이구나/Josa,1.753984167,
부스/Noun,1.753748338,
불편하진/Adjective,1.752503715,위치/교통
까사/Verb,1.752375583,
피로/Noun,1.752138069,기타
적임/Noun,1.751425251,
이었/Verb,1.749181569,
_/Punctuation,1.747629316,
용합니다만/Adjective,1.745046056,
깨끗합니다/Adjective,1.744356527,청결/객실
18/Number,1.744284131,
긋/Verb,1.738937497,
位置好/Foreign,1.733787121,
괜찮았다/Adjective,1.733085634,가격/청결/위치/교통/부대시설/서비스/객실/조망
매우/Noun,1.732883287,
없었지만/Adjective,1.732493598,
??????/Foreign,1.732181749,
top/Alpha,1.731980944,
centrally/Alpha,1.731980944,
오션/Noun,1.731850695,조망
행복했어요/Adjective,1.731334028,기타
짜증났네요/Adjective,1.730865294,기타
해주셨습니다/Verb,1.730838261,
안성맞춤/Noun,1.730481155,기타
무제한/Noun,1.728377671,기타
좋았던/Adjective,1.726742133,가격/청결/위치/교통/부대시설/서비스/객실/조망
인기/Noun,1.726645951,기타
공기청정기/Noun,1.725901207,객실
여전히/Adjective,1.723608216,
交通方便/Foreign,1.723527099,
피제이/Noun,1.722221325,
간이/Noun,1.721273064,객실
된고/Verb,1.719149863,
결과/Noun,1.719110572,기타
와이/Modifier,1.719092832,
됐지만/Verb,1.717826841,
께/Josa,1.717252331,
면/Josa,1.717234496,
따뜻했어요/Adjective,1.716093216,객실
뮤/Noun,1.715048037,
동백섬/Noun,1.714513626,위치/교통/조망
써주시면/Verb,1.714386677,
김해/Noun,1.714026485,위치/교통
코앞/Noun,1.713804732,위치/교통
여자/Noun,1.711154956,기타
못잤고/Verb,1.70918949,객실
ㅣ/KoreanParticle,1.708850713,
같아여/Adjective,1.708002209,
좋더라구요/Adjective,1.704720088,가격/청결/위치/교통/부대시설/서비스/객실/조망
relaxing/Alpha,1.70440035,
조아여/Adjective,1.70433408,가격/청결/위치/교통/부대시설/서비스/객실/조망
제일/Noun,1.704072873,
많으면/Adjective,1.703597296,
~!!/Punctuation,1.703086347,
받는게/Verb,1.701113762,
쾌적한/Adjective,1.700859787,청결/객실
만족스럽고/Adjective,1.70067821,가격/청결/위치/교통/부대시설/서비스/객실/조망
brilliant/Alpha,1.700059106,
에서의/Josa,1.699456898,
한게/Verb,1.697116385,
와인/Noun,1.689706131,부대시설
voortreffelijk/Alpha,1.689076068,
hervorragend/Alpha,1.689076068,
조용히/Adjective,1.688496094,객실
스키장/Noun,1.687585753,위치/부대시설
꺼리가/Verb,1.68731537,
최적화/Noun,1.685872484,기타
완벽했던/Adjective,1.684459713,가격/청결/위치/교통/부대시설/서비스/객실/조망
표시/Noun,1.684299592,
ㄴ/KoreanParticle,1.68389484,
最高！/Foreign,1.683298633,
안마시술소/Noun,1.683190351,위치
시끄러워서/Adjective,1.682705957,객실
경로/Noun,1.682684528,위치/교통
다님/Verb,1.675155605,
거치/Noun,1.674367049,
만족해서/Adjective,1.673835237,가격/청결/위치/교통/부대시설/서비스/객실/조망
역대/Noun,1.670880307,
쾌적했습니다/Adjective,1.667798994,청결/객실
구성/Noun,1.667451761,
만족스러웠다/Adjective,1.667422197,가격/청결/위치/교통/부대시설/서비스/객실/조망
어/Suffix,1.666036881,
!!!/Punctuation,1.665316853,
서귀포/Noun,1.664379296,위치/교통
먹어/Verb,1.664203263,
좋아해요/Adjective,1.663884838,기타
스카이/Noun,1.663295845,
유의/Noun,1.662811296,
전인/Noun,1.662298838,
recomended/Alpha,1.659426562,
strongly/Alpha,1.65897848,
여수/Noun,1.658023534,위치
좋겠어요/Adjective,1.656862288,
라면/Noun,1.656703791,기타
for/Alpha,1.655579599,
깔끔함니다/Adjective,1.653477266,청결/객실
19/Number,1.65209727,
광안/Noun,1.6516568,위치/교통/조망
남길/Verb,1.650438305,
괜찮고/Adjective,1.648966847,
매년/Noun,1.648241996,
브런치/Noun,1.648215446,
했었습니다/Verb,1.647745155,
구역/Noun,1.646397855,
^^/Punctuation,1.645693313,
맛있습니다/Adjective,1.644946373,부대시설
및/Noun,1.64434687,
나중/Noun,1.641141929,
깨끗했으나/Adjective,1.640933618,청결/객실
ㅎㅎㅎㅎㅎㅎㅎ/KoreanParticle,1.638290443,
대신/Noun,1.637541824,
아니라면/Adjective,1.637184081,
보인다/Verb,1.635046014,
있으니/Adjective,1.634560165,
와도/Josa,1.634523912,
최/Noun,1.6307578,
性价比高/Foreign,1.621435703,
없는것/Adjective,1.6181757,
답/Noun,1.613942729,
everything/Alpha,1.613472703,
미리/Noun,1.613022006,
가깝습니다/Adjective,1.612181241,
집들이/Noun,1.609349315,
꿀/Noun,1.608198775,
좋았어서/Adjective,1.606497891,가격/청결/위치/교통/부대시설/서비스/객실/조망
처음처럼/Noun,1.604746569,
prime/Alpha,1.604399153,
감탄/Noun,1.599108638,
부담/Noun,1.598656248,
내려가는/Verb,1.598620355,
따라/Verb,1.597205526,
서/Josa,1.596086783,
금요일/Noun,1.593656396,
끝내줘요/Adjective,1.59258729,위치/교통/부대시설/객실/조망
분도/Noun,1.592380001,
대박/Noun,1.590833562,
우/Adverb,1.590780846,
될수도/Verb,1.590436348,
뜨/Verb,1.590077166,
나쁘지/Adjective,1.589017948,
이네/Josa,1.587724771,
공간/Noun,1.587333957,
맛없음/Adjective,1.586544203,부대시설
추천/Noun,1.586271779,가격/청결/위치/교통/부대시설/서비스/객실/조망
//Punctuation,1.586195526,
gooooood/Alpha,1.58582502,
종일/Noun,1.585018013,
토요일/Noun,1.582838822,
배터리/Noun,1.582753093,객실
정돈/Noun,1.581303573,
할수가/Verb,1.579820266,
세비/Noun,1.579806363,
주변/Noun,1.578306416,
있었어요/Adjective,1.578094724,
먹었습니다/Verb,1.577954913,
quiet/Alpha,1.577386507,
nine/Alpha,1.577386507,
still/Alpha,1.576650041,
pretty/Alpha,1.576650041,
ideal/Alpha,1.576650041,
hidden/Alpha,1.576650041,
bang/Alpha,1.576650041,
만큼/Noun,1.575889893,
투어/Noun,1.575732523,
는데/Verb,1.573564711,
친절함/Adjective,1.572314928,서비스
돌/Noun,1.572059229,
띌/Verb,1.572054047,
~~^^/Punctuation,1.570738741,
포근하고/Adjective,1.570720611,객실
지네/Noun,1.569585714,
맞은편/Noun,1.56910077,
fabulous/Alpha,1.568485511,
보내고/Verb,1.566776586,
되었으면/Verb,1.566221508,
조계사/Noun,1.565533292,위치
천문대/Noun,1.564947308,위치
않아도/Verb,1.564475971,
여기/Noun,1.563632358,
같지만/Adjective,1.562640274,
드렸더니/Verb,1.561965165,
이정/Noun,1.561515914,
comfortable/Alpha,1.561437762,
습/Noun,1.561412805,
떨어진/Verb,1.560948157,
satisfied/Alpha,1.559778223,
나긴/Verb,1.55957323,
권/Noun,1.558661935,
가까웠음/Adjective,1.558335223,위치/교통
새로/Adjective,1.557217308,
편했고/Adjective,1.556492528,객실
맛있게/Adjective,1.556210225,부대시설
특별히/Adjective,1.55409326,
쾌적해요/Adjective,1.553534696,청결/객실
종류/Noun,1.5531335,
아침/Noun,1.552595308,
잇던데/Verb,1.55174645,
비굿/Noun,1.551268489,
해외여행/Noun,1.549610496,기타
찾은/Verb,1.549566479,
푹신하고/Adjective,1.548328652,객실
넉넉한/Adjective,1.54815057,부대시설/객실
하므로/Verb,1.548066511,
아름답습니다/Adjective,1.547832009,객실/조망
천사/Noun,1.546874662,
로이/Noun,1.546285422,
보냈어요/Verb,1.54485169,
home/Alpha,1.542455833,
등록/Noun,1.542354959,
정성/Noun,1.541765168,
저/Noun,1.539937775,
제주도/Noun,1.538534255,위치
?????/Foreign,1.538302255,
와요/Verb,1.536822333,
excelente/Alpha,1.536557166,
물놀이/Noun,1.535826983,위치/부대시설
들리는데/Verb,1.534522758,
되었습니다/Verb,1.534296423,
머리/Noun,1.533029867,
명문/Noun,1.530370238,
하고싶은/Verb,1.529612216,
쌍계사/Noun,1.529612158,위치
하여/Verb,1.528159758,
나오더라구요/Verb,1.528110479,
!!!!/Punctuation,1.52627279,
접근성/Noun,1.525801222,
별개/Noun,1.525415689,
고급스러운/Adjective,1.525234973,부대시설/객실
잡혀서/Verb,1.524697204,
항/Noun,1.524611644,
goood/Alpha,1.524176571,
빗/Noun,1.523743183,
고마웠습니다/Adjective,1.522952568,
기회/Noun,1.521907557,
게임/Noun,1.519377643,
켜지는/Verb,1.518972131,
사있습니다/Verb,1.51815237,
들렸어요/Verb,1.51792553,
없었고/Adjective,1.517757073,
만/Modifier,1.517523001,
다녀왔는데/Verb,1.517169186,
남포/Noun,1.516107646,위치
方便，房間有兩個浴室超正，寬闊舒適整潔，整體推介/Foreign,1.515511402,
가구/Noun,1.514811341,
!!!!!!/Punctuation,1.514361068,
ㅇㅇ/KoreanParticle,1.511627815,
빼곤/Verb,1.510704377,
칼/Noun,1.510401153,기타
오는/Verb,1.510007245,
드렸는데/Verb,1.509655679,
특이한/Adjective,1.508517983,
체크아웃/Noun,1.507258038,서비스
휴대폰/Noun,1.507017922,기타
그렇더라구요/Adjective,1.506539053,
신랑/Noun,1.50623865,
룸서비스/Noun,1.504277952,서비스
있어요/Adjective,1.503891033,
진/Noun,1.503789795,
삼성역/Noun,1.502138727,위치/교통
재밌게/Adjective,1.501915206,
나가면/Verb,1.500479674,
츄/Noun,1.500199809,
알찬/Adjective,1.495902838,
격/Noun,1.495846285,
최상급/Noun,1.495372395,부대시설/서비스/객실
말고/Josa,1.494950744,
찾다가/Verb,1.494091094,
?????/Foreign,1.493864914,
thanks/Alpha,1.4929872,
그랬는데/Conjunction,1.492690369,
lovely/Alpha,1.492321846,
의/Foreign,1.490493749,
부족해요/Adjective,1.489570927,
위로/Noun,1.489241534,
않네여/Verb,1.488821968,
해야겠어요/Verb,1.488760412,
몰려/Verb,1.488296336,
거나/Noun,1.488222626,
새로운/Adjective,1.485970172,
유지/Noun,1.48452044,
아무래도/Adverb,1.482607714,
꺼지는/Verb,1.482080418,
해주었습니다/Verb,1.480996657,
미니바/Noun,1.480540923,객실
외국/Noun,1.480109393,
많더라구요/Adjective,1.476959069,
만으로도/Josa,1.476921512,
좋앗는데/Adjective,1.474181713,
약간/Noun,1.473870627,
켄트/Noun,1.472737923,
~~~~/Punctuation,1.471207489,
당분간/Noun,1.47048147,
보다/Verb,1.468725922,
바램/Noun,1.467606172,
있다는/Adjective,1.467025034,
아팠음/Adjective,1.465665206,
되면/Verb,1.463368577,
응/Noun,1.462863954,
충분합니다/Adjective,1.461143547,
보는/Verb,1.460554075,
lotte/Alpha,1.460496302,
경/Modifier,1.460101114,
不?/Foreign,1.459389951,
묶다/Verb,1.458546241,
드려요/Verb,1.458354821,
친절한데/Adjective,1.457405898,서비스
그래도/Adverb,1.457086899,
명동역/Noun,1.456832568,
편안해서/Adjective,1.456234712,객실
노후하다/Adjective,1.45622622,객실
서기/Noun,1.455555799,
특성/Noun,1.455429052,
자서/Noun,1.455333948,
주작/Noun,1.452974973,
뭐랄까/Verb,1.451389562,
하시면/Verb,1.45100775,
오시/Noun,1.449887727,
없는거/Adjective,1.449652749,
문밖/Noun,1.449043417,
연결/Noun,1.448431731,
메르/Noun,1.446764796,
오버/Noun,1.44664129,
좋아해서/Adjective,1.444093885,기타
심했/Adjective,1.443137129,
조식/Noun,1.442999128,부대시설
????????????/Foreign,1.442979523,
친절하시네요/Adjective,1.442416001,서비스
가고싶네요/Verb,1.442066652,기타
快適/Foreign,1.441842349,
있는게/Adjective,1.441331501,
식도/Noun,1.441069,
하시며/Verb,1.43999207,
현대/Noun,1.439848359,
벡스코/Noun,1.439696541,위치
멀지/Adjective,1.439027432,
만족스럽네요/Adjective,1.439021695,가격/청결/위치/교통/부대시설/서비스/객실/조망
놀다가/Verb,1.43803571,
트는/Verb,1.437265897,
특가/Noun,1.435950094,가격
찾는/Verb,1.435048898,
머문/Verb,1.434549207,
친절했음/Adjective,1.43300291,서비스
ㅇㅇㅇㅇㅇㅇ/KoreanParticle,1.431017356,
보내기/Verb,1.428422239,
位置方便/Foreign,1.42698048,
잠실/Noun,1.426354487,위치
묵기/Verb,1.425382342,
제주/Noun,1.425221934,위치
착한/Adjective,1.424934067,서비스
된것/Verb,1.424003971,
매주/Adverb,1.423348607,
필요없어요/Adjective,1.42292225,
옥/Noun,1.422835297,
센텀/Noun,1.422677236,위치
떨어지지만/Verb,1.422369724,
감사했습니다/Verb,1.421855742,서비스
춥네요/Verb,1.420575276,객실
최애/Noun,1.420339936,
그랬지만/Adjective,1.420184631,
맛있었고/Adjective,1.418574432,
근접/Noun,1.417587137,위치/교통
좋와/Adjective,1.416162652,
되길/Verb,1.415194585,
ㄷ/KoreanParticle,1.41463348,
편의점/Noun,1.414003108,위치
정이/Noun,1.412799652,
coex/Alpha,1.41147429,
당시/Noun,1.411381195,
묵었어요/Verb,1.411168404,
마스/Noun,1.409114888,
날/Noun,1.408336997,
다모/Noun,1.407895245,
인지/Noun,1.407555261,
非常滿意/Foreign,1.406492145,
된거/Noun,1.40489643,
더없이/Noun,1.404621645,
느꼈는데/Verb,1.404423397,
사항/Noun,1.403884503,
있을까요/Adjective,1.403406213,
좋으며/Adjective,1.402881506,가격/위치/교통/부대시설/서비스/객실/조망
도/Josa,1.402502412,
갈아타야하는/Verb,1.401483721,교통
믿고가는/Verb,1.401340881,
앙/Adverb,1.40009442,
릿/Noun,1.398746611,
하기도/Verb,1.397859266,
지저분한것/Adjective,1.397723878,청결/객실
중심지/Noun,1.396025186,
?漂亮的房?，/Foreign,1.395569492,
e/Foreign,1.394806383,
